bre1	7331296
cbc1	9753501
cdc39	6337931
cdc73	7073332.5
chd1	6916951
ctr9	10030387
dhh1	2348217
eaf1	5455900
elf1	13250808
gcn5	10206433.5
hda1	8576032.5
hpc2	7166286.5
htz1	17721162.5
ino80	5111483
isw1	6301933.5
isw2	5882844.5
leo1	9259869
nap1	3295908
npl3	10334872.5
paf1	9031377
rph1	11052368
rsc30	9432012
rtf1	10604206.5
rtt103	13945931
set2	9428338.5
set3	7365144
vps15	16761297.5
vps34	6914331.5
wt	16677708.5
